"year","measure_id","measure_name","measure_parent","measure_index","description","direction","format_type","display_precision","measure_type","weight_numerator","weight_denominator","compare_states","last_updated","years_used"
2014,136,"Severe housing problems",25,1,"Percentage of households with at least 1 of 4 housing problems: overcrowding, high housing costs, lack of kitchen facilities, or lack of plumbing facilities.",1,1,0,0,1,50,1,"2023-10-11 15:31:10","2006-2010"
2014,137,"Long commute - driving alone",25,3,"Among workers who commute in their car alone, the percentage that commute more than 30 minutes.",1,1,0,0,1,100,1,"2023-10-11 15:31:10","2008-2012"
2014,138,"Drug poisoning deaths",7,3,"Number of drug poisoning deaths per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2004-2010"
2014,139,"Food insecurity",6,5,"Percentage of population who lack adequate access to food.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2011"
2015,1,"Premature death",1,1,"Years of potential life lost before age 75 per 100,000 population (age-adjusted).",1,0,0,0,1,2,1,"2023-10-11 15:31:10","2010-2012"
2015,2,"Poor or fair health",2,1,"Percentage of adults reporting fair or poor health (age-adjusted).",1,1,0,0,1,10,1,"2023-10-11 15:31:10","2006-2012"
2015,3,"Uninsured adults",3,5,"Percentage of adults under age 65 without health insurance.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2012"
2015,4,"Primary care physicians",3,2,"Ratio of population to primary care physicians.",-1,3,0,0,3,100,1,"2023-10-11 15:31:10","2012"
2015,5,"Preventable hospital stays",4,1,"Rate of hospital stays for ambulatory-care sensitive conditions per 1,000 Medicare enrollees.",1,0,0,0,1,20,1,"2023-10-11 15:31:10","2012"
2015,6,"No recent dental visit",3,10,"Percentage of the population (age 2+) that did not have a dental visit in the past year.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2005-2011"
2015,7,"Diabetes monitoring",4,2,"Percentage of diabetic Medicare enrollees ages 65-75 that receive HbA1c monitoring.",-1,1,0,0,1,40,1,"2023-10-11 15:31:10","2012"
2015,8,"Male population 0-17",18,13,"Number of males ages 0-17.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,9,"Adult smoking",5,1,"Percentage of adults who are current smokers.",1,1,0,0,1,10,1,"2023-10-11 15:31:10","2006-2012"
2015,10,"Smoking during pregnancy",5,2,"Percentage of births where mother reports smoking during pregnancy.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2010-2013"
2015,11,"Adult obesity",6,1,"Percentage of the adult population (age 20 and older) that reports a body mass index (BMI) greater than or equal to 30 kg/m2.",1,1,0,0,5,100,2,"2023-10-11 15:31:10","2011"
2015,13,"Male population 18-44",18,14,"Number of males ages 18-44.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,14,"Teen births",8,2,"Number of births per 1,000 female population ages 15-19.",1,0,0,0,1,40,1,"2023-10-11 15:31:10","2006-2012"
2015,15,"Homicides",9,3,"Number of deaths due to homicide per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2006-2012"
2015,16,"Male population 45-64",18,15,"Number of males ages 45-64.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,17,"Male population 65+",18,16,"Number of males ages 65 and older.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,18,"Motor vehicle crash occupancy rate",16,1,"Motor vehicle crash occupancy rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2010-2012"
2015,19,"On-road motor vehicle crash-related ER visits",16,2,"On-road motor vehicle crash-related emergency room visits per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012-2014"
2015,20,"Off-road motor vehicle crash-related ER visits",16,3,"Off-road motor vehicle crash-related emergency room visits per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2010-2012"
2015,21,"High school graduation",10,1,"Percentage of ninth-grade cohort that graduates in four years.",-1,1,0,0,1,20,2,"2023-10-11 15:31:10","2011-2012"
2015,23,"Unemployment",11,1,"Percentage of population ages 16 and older unemployed but seeking work.",1,1,1,0,1,10,1,"2023-10-11 15:31:10","2013"
2015,24,"Children in poverty",17,1,"Percentage of people under age 18 in poverty.",1,1,0,0,3,40,1,"2023-10-11 15:31:10","2013"
2015,25,"Total male population",18,17,"Total number of males.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,26,"Female population 0-17",18,18,"Number of females ages 0-17.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,27,"Female population 18-44",18,19,"Number of females ages 18-44.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,31,"Female population 45-64",18,20,"Number of females ages 45-64.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,32,"Female population 65+",18,21,"Number of females ages 65 and older.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,35,"Total female population",18,22,"Total number of females.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,36,"Poor physical health days",2,2,"Average number of physically unhealthy days reported in past 30 days (age-adjusted).",1,0,1,0,1,10,1,"2023-10-11 15:31:10","2006-2012"
2015,37,"Low birthweight",2,4,"Percentage of live births with low birthweight (< 2,500 grams).",1,1,1,0,1,5,1,"2023-10-11 15:31:10","2006-2012"
2015,39,"Motor vehicle crash deaths",7,4,"Number of motor vehicle crash deaths per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2006-2012"
2015,42,"Poor mental health days",2,3,"Average number of mentally unhealthy days reported in past 30 days (age-adjusted).",1,0,1,0,1,10,1,"2023-10-11 15:31:10","2006-2012"
2015,43,"Violent crime",9,1,"Number of reported violent crime offenses per 100,000 population.",1,0,0,0,1,40,2,"2023-10-11 15:31:10","2010-2012"
2015,44,"Income inequality",17,2,"Ratio of household income at the 80th percentile to income at the 20th percentile.",1,0,1,0,1,40,1,"2023-10-11 15:31:10","2009-2013"
2015,45,"Sexually transmitted infections",8,1,"Number of newly diagnosed chlamydia cases per 100,000 population.",1,0,0,0,1,40,2,"2023-10-11 15:31:10","2012"
2015,47,"Did not get needed health care",3,11,"Percentage of population that did not receive needed health care in the past year.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2005-2011"
2015,49,"Excessive drinking",7,1,"Percentage of adults reporting binge or heavy drinking.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2006-2012"
2015,50,"Mammography screening",4,3,"Percentage of female Medicare enrollees ages 67-69 that receive mammography screening.",-1,1,1,0,1,40,1,"2023-10-11 15:31:10","2012"
2015,51,"Population",18,1,"Resident population.",0,0,0,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,52,"% below 18 years of age",18,2,"Percentage of population below 18 years of age.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,53,"% 65 and older",18,3,"Percentage of population ages 65 and older.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,54,"% Non-Hispanic African American",18,4,"Percentage of population that is non-Hispanic African American.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,55,"% American Indian and Alaskan Native",18,5,"Percentage of population that is American Indian or Alaskan Native.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,56,"% Hispanic",18,8,"Percentage of population that is Hispanic.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,57,"% Females",18,11,"Percentage of population that is female.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,58,"% Rural",18,12,"Percentage of population living in a rural area.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2010"
2015,59,"% not proficient in English",18,10,"Percentage of population that is not proficient in English.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2009-2013"
2015,60,"Diabetes prevalence",2,5,"Percentage of adults aged 20 and above with diagnosed diabetes.",1,1,0,2,0,1,2,"2023-10-11 15:31:10","2011"
2015,61,"HIV prevalence",2,6,"Number of people aged 13 years and older living with a diagnosis of human immunodeficiency virus (HIV) infection per 100,000 population.",1,0,0,2,0,1,0,"2023-10-11 15:31:10","2010"
2015,62,"Mental health providers",3,4,"Ratio of population to mental health providers.",-1,3,0,0,1,100,1,"2023-10-11 15:31:10","2014"
2015,63,"Median household income",17,3,"The income where half of households in a county earn more and half of households earn less.",-1,2,0,2,0,1,1,"2023-10-11 15:31:10","2013"
2015,65,"Children eligible for free lunch",17,4,"Percentage of children enrolled in public schools that are eligible for free lunch.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2011-2012"
2015,67,"Driving alone to work",25,2,"Percentage of the workforce that drives alone to work.",1,1,0,0,1,50,1,"2023-10-11 15:31:10","2009-2013"
2015,69,"Some college",10,2,"Percentage of adults ages 25-44 with some post-secondary education.",-1,1,1,0,1,20,1,"2023-10-11 15:31:10","2009-2013"
2015,70,"Physical inactivity",6,3,"Percentage of adults age 20 and over reporting no leisure-time physical activity.",1,1,0,0,1,50,2,"2023-10-11 15:31:10","2011"
2015,80,"% Native Hawaiian/Other Pacific Islander",18,7,"Percentage of population that is Native Hawaiian or Other Pacific Islander.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,81,"% Asian",18,6,"Percentage of population that is Asian.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,82,"Children in single-parent households",12,1,"Percentage of children that live in a household headed by single parent.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2009-2013"
2015,83,"Limited access to healthy foods",6,6,"Percentage of population who are low-income and do not live close to a grocery store.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2010"
2015,85,"Uninsured",3,1,"Percentage of population under age 65 without health insurance.",1,1,0,0,1,20,1,"2023-10-11 15:31:10","2012"
2015,86,"Health care costs",3,7,"Amount of price-adjusted Medicare reimbursements per enrollee (age-adjusted).",0,2,0,2,0,1,2,"2023-10-11 15:31:10","2012"
2015,87,"Could not see doctor due to cost",3,9,"Percentage of adults who could not see a doctor in the past 12 months because of cost.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2006-2012"
2015,88,"Dentists",3,3,"Ratio of population to dentists.",-1,3,0,0,1,100,1,"2023-10-11 15:31:10","2013"
2015,97,"Population growth",18,23,"Percentage change in population since the last decennial US Census.",0,1,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,99,"Cancer incidence",2,11,"Number of new cancer diagnoses per 100,000 population (age-adjusted).",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2007-2011"
2015,100,"Coronary heart disease hospitalizations",2,8,"Coronary heart disease hospitalization rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,101,"Cerebrovascular disease hospitalizations",2,9,"Cerebrovascular disease hospitalization rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,103,"Childhood immunizations",4,4,"Percentage of children aged 19 to 35 months who received the recommended doses of DTaP, polio, MMR, Hib, hepatitis B, varicella, and Pneumococcal conjugate.",-1,1,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,104,"Communicable disease",2,7,"Number of new cases of reportable diseases and conditions per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,105,"Self-inflicted injury hospitalizations",2,10,"Hospitalizations due to self-inflicted injuries per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2010-2012"
2015,106,"Injury hospitalizations",9,5,"Hospitalizations due to injuries per 100,000 population (age-adjusted).",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,107,"Fall fatalities 65+",9,6,"Number of injury deaths due to falls among those 65 years of age and over per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2010-2012"
2015,108,"Drug arrests",7,5,"Number of drug-related arrests.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,109,"Alcohol-related hospitalizations",7,6,"Rate of alcohol-related hospitalization per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,112,"Local health department staffing",4,5,"Fulltime equivalents of local health department staff per 10,000 population.",-1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,116,"Reading proficiency",10,3,"Percentage of fourth grade students proficient or advanced in reading.",-1,1,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2015,117,"W-2 enrollment",11,2,"Count of individuals enrolled in W-2 (Wisconsin Works) on the last working day of the month.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","December 20"
2015,118,"Poverty",17,5,"Percentage of population living below the Federal Poverty Line.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2015,119,"Child abuse",9,4,"Child abuse rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,120,"Older adults living alone",12,3,"Percentage of adults 65 years and older who live alone.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2009-2013"
2015,121,"Hate crimes",12,4,"Number of reported hate crimes per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2015,122,"Uninsured children",3,6,"Percentage of children under age 19 without health insurance.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2012"
2015,123,"Year structure built",25,4,"Percentage of housing units built prior to 1950.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2009-2013"
2015,124,"Drinking water violations",13,2,"Percentage of population potentially exposed to water exceeding a violation limit during the past year.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","FY2013-FY20"
2015,125,"Air pollution - particulate matter",13,1,"Average daily density of fine particulate matter in micrograms per cubic meter (PM2.5).",1,0,1,0,1,40,1,"2023-10-11 15:31:10","2011"
2015,126,"% Non-Hispanic white",18,9,"Percentage of population that is non-Hispanic White.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2013"
2015,127,"Premature age-adjusted mortality",1,2,"Number of deaths among residents under age 75 per 100,000 population (age-adjusted).",1,0,1,2,0,1,1,"2023-10-11 15:31:10","2010-2012"
2015,128,"Child mortality",1,3,"Number of deaths among children under age 18 per 100,000 population.",1,0,1,2,0,1,1,"2023-10-11 15:31:10","2009-2012"
2015,129,"Infant mortality",1,4,"Number of all infant deaths (within 1 year), per 1,000 live births.",1,0,1,2,0,1,1,"2023-10-11 15:31:10","2004-2010"
2015,131,"Other primary care providers",3,8,"Ratio of population to primary care providers other than physicians.",-1,3,0,2,0,1,1,"2023-10-11 15:31:10","2014"
2015,132,"Access to exercise opportunities",6,4,"Percentage of population with adequate access to locations for physical activity.",-1,1,0,0,1,100,1,"2023-10-11 15:31:10","2010 & 2013"
2015,133,"Food environment index",6,2,"Index of factors that contribute to a healthy food environment, from 0 (worst) to 10 (best).",-1,0,1,0,1,50,2,"2023-10-11 15:31:10","2012"
2015,134,"Alcohol-impaired driving deaths",7,2,"Percentage of driving deaths with alcohol involvement.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2009-2013"
2015,135,"Injury deaths",9,2,"Number of deaths due to injury per 100,000 population.",1,0,0,0,1,40,1,"2023-10-11 15:31:10","2008-2012"
2015,136,"Severe housing problems",25,1,"Percentage of households with at least 1 of 4 housing problems: overcrowding, high housing costs, lack of kitchen facilities, or lack of plumbing facilities.",1,1,0,0,1,50,1,"2023-10-11 15:31:10","2007-2011"
2015,137,"Long commute - driving alone",25,3,"Among workers who commute in their car alone, the percentage that commute more than 30 minutes.",1,1,0,0,1,100,1,"2023-10-11 15:31:10","2009-2013"
2015,138,"Drug poisoning deaths",7,3,"Number of drug poisoning deaths per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2006-2012"
2015,139,"Food insecurity",6,5,"Percentage of population who lack adequate access to food.",1,1,0,2,0,1,2,"2023-10-11 15:31:10","2012"
2015,140,"Social associations",12,2,"Number of membership associations per 10,000 population.",-1,0,1,0,1,40,1,"2023-10-11 15:31:10","2012"
2016,1,"Premature death",1,1,"Years of potential life lost before age 75 per 100,000 population (age-adjusted).",1,0,-2,0,1,2,1,"2023-10-11 15:31:10","2011-2013"
2016,2,"Poor or fair health",2,1,"Percentage of adults reporting fair or poor health (age-adjusted).",1,1,0,0,1,10,1,"2023-10-11 15:31:10","2014"
2016,3,"Uninsured adults",3,5,"Percentage of adults under age 65 without health insurance.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2013"
2016,4,"Primary care physicians",3,2,"Ratio of population to primary care physicians.",-1,3,-1,0,3,100,1,"2023-10-11 15:31:10","2013"
2016,5,"Preventable hospital stays",4,1,"Rate of hospital stays for ambulatory-care sensitive conditions per 1,000 Medicare enrollees.",1,0,0,0,1,20,1,"2023-10-11 15:31:10","2013"
2016,6,"No recent dental visit",3,9,"Percentage of the population (age 2+) that did not have a dental visit in the past year.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2012 and 20"
2016,7,"Diabetes monitoring",4,2,"Percentage of diabetic Medicare enrollees ages 65-75 that receive HbA1c monitoring.",-1,1,0,0,1,40,1,"2023-10-11 15:31:10","2013"
2016,8,"Male population 0-17",18,13,"Number of males ages 0-17.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,9,"Adult smoking",5,1,"Percentage of adults who are current smokers.",1,1,0,0,1,10,1,"2023-10-11 15:31:10","2014"
2016,10,"Smoking during pregnancy",5,2,"Percentage of births where mother reports smoking during pregnancy.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2011-2014"
2016,11,"Adult obesity",6,1,"Percentage of the adult population (age 20 and older) that reports a body mass index (BMI) greater than or equal to 30 kg/m2.",1,1,0,0,5,100,2,"2023-10-11 15:31:10","2012"
2016,13,"Male population 18-44",18,14,"Number of males ages 18-44.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,14,"Teen births",8,2,"Number of births per 1,000 female population ages 15-19.",1,0,0,0,1,40,1,"2023-10-11 15:31:10","2007-2013"
2016,15,"Homicides",9,3,"Number of deaths due to homicide per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2007-2013"
2016,16,"Male population 45-64",18,15,"Number of males ages 45-64.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,17,"Male population 65+",18,16,"Number of males ages 65 and older.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,18,"Motor vehicle crash occupancy rate",16,1,"Motor vehicle crash occupancy rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2011-2013"
2016,19,"On-road motor vehicle crash-related ER visits",16,2,"On-road motor vehicle crash-related emergency room visits per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013-2015"
2016,20,"Off-road motor vehicle crash-related ER visits",16,3,"Off-road motor vehicle crash-related emergency room visits per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2011-2013"
2016,21,"High school graduation",10,1,"Percentage of ninth-grade cohort that graduates in four years.",-1,1,0,0,1,20,2,"2023-10-11 15:31:10","2012-2013"
2016,23,"Unemployment",11,1,"Percentage of population ages 16 and older unemployed but seeking work.",1,1,1,0,1,10,1,"2023-10-11 15:31:10","2014"
2016,24,"Children in poverty",17,1,"Percentage of people under age 18 in poverty.",1,1,0,0,3,40,1,"2023-10-11 15:31:10","2014"
2016,25,"Total male population",18,17,"Total number of males.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,26,"Female population 0-17",18,18,"Number of females ages 0-17.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,27,"Female population 18-44",18,19,"Number of females ages 18-44.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,31,"Female population 45-64",18,20,"Number of females ages 45-64.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,32,"Female population 65+",18,21,"Number of females ages 65 and older.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,35,"Total female population",18,22,"Total number of females.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,36,"Poor physical health days",2,2,"Average number of physically unhealthy days reported in past 30 days (age-adjusted).",1,0,1,0,1,10,1,"2023-10-11 15:31:10","2014"
2016,37,"Low birthweight",2,4,"Percentage of live births with low birthweight (< 2,500 grams).",1,1,0,0,1,5,1,"2023-10-11 15:31:10","2007-2013"
2016,39,"Motor vehicle crash deaths",7,5,"Number of motor vehicle crash deaths per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2007-2013"
2016,42,"Poor mental health days",2,3,"Average number of mentally unhealthy days reported in past 30 days (age-adjusted).",1,0,1,0,1,10,1,"2023-10-11 15:31:10","2014"
2016,43,"Violent crime",9,1,"Number of reported violent crime offenses per 100,000 population.",1,0,0,0,1,40,2,"2023-10-11 15:31:10","2010-2012"
2016,44,"Income inequality",17,2,"Ratio of household income at the 80th percentile to income at the 20th percentile.",1,0,1,0,1,40,1,"2023-10-11 15:31:10","2010-2014"
2016,45,"Sexually transmitted infections",8,1,"Number of newly diagnosed chlamydia cases per 100,000 population.",1,0,1,0,1,40,2,"2023-10-11 15:31:10","2013"
2016,47,"Did not get needed health care",3,10,"Percentage of population that did not receive needed health care in the past year.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2012 and 20"
2016,49,"Excessive drinking",7,1,"Percentage of adults reporting binge or heavy drinking.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2014"
2016,50,"Mammography screening",4,3,"Percentage of female Medicare enrollees ages 67-69 that receive mammography screening.",-1,1,0,0,1,40,1,"2023-10-11 15:31:10","2013"
2016,51,"Population",18,1,"Resident population.",0,0,0,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,52,"% below 18 years of age",18,2,"Percentage of population below 18 years of age.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,53,"% 65 and older",18,3,"Percentage of population ages 65 and older.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,54,"% Non-Hispanic African American",18,4,"Percentage of population that is non-Hispanic African American.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,55,"% American Indian and Alaskan Native",18,5,"Percentage of population that is American Indian or Alaskan Native.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,56,"% Hispanic",18,8,"Percentage of population that is Hispanic.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,57,"% Females",18,11,"Percentage of population that is female.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,58,"% Rural",18,12,"Percentage of population living in a rural area.",0,1,1,3,0,1,1,"2023-10-11 15:31:10",""
2016,59,"% not proficient in English",18,10,"Percentage of population that is not proficient in English.",0,1,0,3,0,1,1,"2023-10-11 15:31:10","2010-2014"
2016,60,"Diabetes prevalence",2,7,"Percentage of adults aged 20 and above with diagnosed diabetes.",1,1,0,2,0,1,2,"2023-10-11 15:31:10","2012"
2016,61,"HIV prevalence",2,8,"Number of people aged 13 years and older living with a diagnosis of human immunodeficiency virus (HIV) infection per 100,000 population.",1,0,0,2,0,1,0,"2023-10-11 15:31:10","2012"
2016,62,"Mental health providers",3,4,"Ratio of population to mental health providers.",-1,3,-1,0,1,100,1,"2023-10-11 15:31:10","2015"
2016,63,"Median household income",17,3,"The income where half of households in a county earn more and half of households earn less.",-1,2,-2,2,0,1,1,"2023-10-11 15:31:10","2014"
2016,65,"Children eligible for free lunch",17,4,"Percentage of children enrolled in public schools that are eligible for free lunch.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2012-2013"
2016,67,"Driving alone to work",25,2,"Percentage of the workforce that drives alone to work.",1,1,0,0,1,50,1,"2023-10-11 15:31:10","2010-2014"
2016,69,"Some college",10,2,"Percentage of adults ages 25-44 with some post-secondary education.",-1,1,0,0,1,20,1,"2023-10-11 15:31:10","2010-2014"
2016,70,"Physical inactivity",6,3,"Percentage of adults age 20 and over reporting no leisure-time physical activity.",1,1,0,0,1,50,2,"2023-10-11 15:31:10","2012"
2016,80,"% Native Hawaiian/Other Pacific Islander",18,7,"Percentage of population that is Native Hawaiian or Other Pacific Islander.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,81,"% Asian",18,6,"Percentage of population that is Asian.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2014"
2016,82,"Children in single-parent households",12,1,"Percentage of children that live in a household headed by single parent.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2010-2014"
2016,83,"Limited access to healthy foods",6,6,"Percentage of population who are low-income and do not live close to a grocery store.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2010"
2016,85,"Uninsured",3,1,"Percentage of population under age 65 without health insurance.",1,1,0,0,1,20,1,"2023-10-11 15:31:10","2013"
2016,86,"Health care costs",3,7,"Amount of price-adjusted Medicare reimbursements per enrollee (age-adjusted).",0,2,0,2,0,1,2,"2023-10-11 15:31:10","2013"
2016,88,"Dentists",3,3,"Ratio of population to dentists.",-1,3,-1,0,1,100,1,"2023-10-11 15:31:10","2014"
2016,97,"Population growth",18,23,"Percentage change in population since the last decennial US Census.",0,1,0,1,0,1,0,"2023-10-11 15:31:10","2015"
2016,100,"Coronary heart disease hospitalizations",2,10,"Coronary heart disease hospitalization rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2016,101,"Cerebrovascular disease hospitalizations",2,11,"Cerebrovascular disease hospitalization rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2016,103,"Childhood immunizations",4,4,"Percentage of children aged 19 to 35 months who received the recommended doses of DTaP, polio, MMR, Hib, hepatitis B, varicella, and Pneumococcal conjugate.",-1,1,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,104,"Communicable disease",2,9,"Number of new cases of reportable diseases and conditions per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,105,"Self-inflicted injury hospitalizations",2,12,"Hospitalizations due to self-inflicted injuries per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2011-2013"
2016,106,"Injury hospitalizations",9,5,"Hospitalizations due to injuries per 100,000 population (age-adjusted).",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2016,107,"Fall fatalities 65+",9,6,"Number of injury deaths due to falls among those 65 years of age and over per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2010-2012"
2016,108,"Drug arrests",7,6,"Number of drug-related arrests.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012"
2016,109,"Alcohol-related hospitalizations",7,7,"Rate of alcohol-related hospitalization per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2016,112,"Local health department staffing",4,5,"Fulltime equivalents of local health department staff per 10,000 population.",-1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2016,116,"Reading proficiency",10,3,"Percentage of fourth grade students proficient or advanced in reading.",-1,1,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,117,"W-2 enrollment",11,2,"Count of individuals enrolled in W-2 (Wisconsin Works) on the last working day of the month.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","Dec 2014"
2016,118,"Poverty",17,5,"Percentage of population living below the Federal Poverty Line.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2016,119,"Child abuse",9,4,"Child abuse rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2016,120,"Older adults living alone",12,5,"Percentage of adults 65 years and older who live alone.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2010-2014"
2016,121,"Hate crimes",12,6,"Number of reported hate crimes per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013"
2016,122,"Uninsured children",3,6,"Percentage of children under age 19 without health insurance.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2013"
2016,123,"Year structure built",25,4,"Percentage of housing units built prior to 1950.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2010-2014"
